Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-01-02 00:00:00-05:00,45.83826267772349,46.413267321632084,45.757171702373576,46.06679153442383,12600000,0.4,0.0
2015-01-05 00:00:00-05:00,45.749791747086,45.91197085257985,44.40073920414536,44.63663864135742,20100600,0.0,0.0
2015-01-06 00:00:00-05:00,44.70298897012542,44.78407993517731,43.014831207942606,43.4792594909668,29074100,0.0,0.0
2015-01-07 00:00:00-05:00,44.15010125594421,44.15010125594421,43.250732780817316,43.54560852050781,23843200,0.0,0.0
2015-01-08 00:00:00-05:00,44.20907503829741,44.894658704134685,44.20907503829741,44.51869201660156,16971100,0.0,0.0
2015-01-09 00:00:00-05:00,44.761962255986894,44.81356508264468,43.70778540487538,43.74464416503906,15396200,0.0,0.0
2015-01-12 00:00:00-05:00,43.700422222197524,43.78888664192503,42.95586496842567,43.368690490722656,15455200,0.0,0.0
2015-01-13 00:00:00-05:00,43.685665988151385,44.010029812546904,43.029570524650296,43.37604904174805,21644700,0.0,0.0
2015-01-14 00:00:00-05:00,43.37605389185952,43.37605389185952,40.74429830458822,41.87956619262695,49602300,0.0,0.0
2015-01-15 00:00:00-05:00,41.08341561596829,41.732140717723844,40.17667628677005,40.537899017333984,42458100,0.0,0.0
2015-01-16 00:00:00-05:00,40.29462282177691,41.2824530610814,40.27987875108354,41.23085021972656,29368900,0.0,0.0
2015-01-20 00:00:00-05:00,41.31194515165605,41.56995938309493,40.85488735290116,41.06867218017578,23477700,0.0,0.0
2015-01-21 00:00:00-05:00,40.87699770219068,41.592066794902635,40.6853276105942,41.201358795166016,21842400,0.0,0.0
2015-01-22 00:00:00-05:00,41.56257577759844,42.557776430619214,41.25295598438849,42.45457077026367,31423500,0.0,0.0
2015-01-23 00:00:00-05:00,42.55041193014903,42.66098823410568,41.76899311299422,41.78373718261719,15458300,0.0,0.0
2015-01-26 00:00:00-05:00,41.58469098876031,42.01226051513092,41.429882496306135,41.85007858276367,12577700,0.0,0.0
2015-01-27 00:00:00-05:00,41.31930294920375,41.732128403440015,41.10551818832372,41.42988204956055,15220500,0.0,0.0
2015-01-28 00:00:00-05:00,41.73950780713006,41.783740019001556,40.36096954345703,40.36096954345703,24354400,0.0,0.0
2015-01-29 00:00:00-05:00,40.744292624409006,41.20134740454852,40.30935253636147,41.03916549682617,20393300,0.0,0.0
2015-01-30 00:00:00-05:00,40.53789922625164,40.91386321848345,40.08084143222026,40.08821487426758,26943700,0.0,0.0
2015-02-02 00:00:00-05:00,40.19878173375845,41.02443269577818,40.007114467805295,40.89173889160156,20308900,0.0,0.0
2015-02-03 00:00:00-05:00,41.216106395177796,41.85745800737805,41.186618253614945,41.813228607177734,18812500,0.0,0.0
2015-02-04 00:00:00-05:00,41.51835552280892,42.07124555851267,41.48886737932346,41.56258773803711,14934100,0.0,0.0
2015-02-05 00:00:00-05:00,41.91642548126451,42.0491192782662,41.621549751895586,41.85007858276367,11293900,0.0,0.0
2015-02-06 00:00:00-05:00,42.572522179805944,43.29496464297574,42.417713683157444,42.67572784423828,25214000,0.0,0.0
2015-02-09 00:00:00-05:00,42.329258263742425,42.83054543641908,42.18919380543196,42.6241340637207,14372400,0.0,0.0
2015-02-10 00:00:00-05:00,43.06644386515317,43.280228674137305,42.79368558494747,43.09593200683594,16367300,0.0,0.0
2015-02-11 00:00:00-05:00,42.8010493319801,43.24336010846216,42.63886740160313,43.02957534790039,13061900,0.0,0.0
2015-02-12 00:00:00-05:00,43.44240846379551,44.01741313706887,43.1622767561381,43.914207458496094,23211300,0.0,0.0
2015-02-13 00:00:00-05:00,43.83311415879233,44.3933775444508,43.74465255500445,43.98792266845703,16479100,0.0,0.0
2015-02-17 00:00:00-05:00,43.75938853440246,44.334393070936436,43.729900401210166,44.30490493774414,15308800,0.0,0.0
2015-02-18 00:00:00-05:00,44.3048998648888,44.3048998648888,43.582457557255246,43.766754150390625,14278100,0.0,0.0
2015-02-19 00:00:00-05:00,43.60458549835537,43.84785559721156,43.34656851891838,43.66355895996094,11256500,0.0,0.0
2015-02-20 00:00:00-05:00,43.46451115131715,44.150094754823115,43.0148269799699,44.08374786376953,15379000,0.0,0.0
2015-02-23 00:00:00-05:00,43.86259325119297,43.88470794454307,43.34656217992678,43.75201416015625,16814000,0.0,0.0
2015-02-24 00:00:00-05:00,44.415489621602354,45.15267617133849,44.290169257976096,44.83568572998047,22937700,0.0,0.0
2015-02-25 00:00:00-05:00,44.791451132848024,45.16741782793793,44.78408050508739,45.07158279418945,18307900,0.0,0.0
2015-02-26 00:00:00-05:00,44.99049167365824,45.48440809622634,44.90203008011744,45.39594650268555,15444800,0.0,0.0
2015-02-27 00:00:00-05:00,45.064216942419364,45.64659221010537,45.064216942419364,45.1747932434082,15225900,0.0,0.0
2015-03-02 00:00:00-05:00,45.17479190190326,45.58024676325299,44.99049526025106,45.536014556884766,13047300,0.0,0.0
2015-03-03 00:00:00-05:00,45.44755312896158,45.698196675046596,45.33697401869269,45.68345260620117,13706900,0.0,0.0
2015-03-04 00:00:00-05:00,45.44018416838495,45.830892188805755,45.22639936726479,45.80140686035156,16625500,0.0,0.0
2015-03-05 00:00:00-05:00,45.85300427966661,45.875118976428865,45.41069065941678,45.70556640625,10931300,0.0,0.0
2015-03-06 00:00:00-05:00,45.823502683037745,46.346904308394116,44.820928812858234,44.88727569580078,22719200,0.0,0.0
2015-03-09 00:00:00-04:00,44.850428288993456,45.43280631859954,44.820940153081985,45.336971282958984,13001500,0.0,0.0
2015-03-10 00:00:00-04:00,44.79145075886463,44.975747384918805,44.20170211791992,44.20170211791992,16357700,0.0,0.0
2015-03-11 00:00:00-04:00,44.32702823086602,44.710365575983346,44.20170505450866,44.408119201660156,13015600,0.0,0.0
2015-03-12 00:00:00-04:00,44.71036604662381,45.30011473295706,44.71036604662381,45.24113845825195,18159600,0.0,0.0
2015-03-13 00:00:00-04:00,45.263248042581836,45.60235312633449,44.54817630376783,44.9683723449707,16506200,0.0,0.0
2015-03-16 00:00:00-04:00,45.33696800699364,45.64658497526143,45.152671389079025,45.5949821472168,15182900,0.0,0.0
2015-03-17 00:00:00-04:00,45.21903100602271,45.45493051835037,44.90941113850265,45.41807174682617,11718300,0.0,0.0
2015-03-18 00:00:00-04:00,45.25588313649269,45.74242616078896,45.034727727656865,45.521270751953125,15697900,0.0,0.0
