Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-01-02 00:00:00-05:00,56.42316375731112,56.91247219303665,56.154043651022974,56.77791213989258,10220400,0.0,0.0
2015-01-05 00:00:00-05:00,56.3314004383569,56.51489221166075,54.741155513152194,55.22434616088867,18502400,0.0,0.0
2015-01-06 00:00:00-05:00,55.193765645261635,55.909379866958034,54.44757257061112,54.930763244628906,16670700,0.0,0.0
2015-01-07 00:00:00-05:00,55.44455539623855,55.95221211688133,55.046992847947315,55.487369537353516,13590700,0.0,0.0
2015-01-08 00:00:00-05:00,55.81152805980029,56.43539185448963,55.65861976374604,56.41093063354492,15487500,0.0,0.0
2015-01-09 00:00:00-05:00,56.45372740931348,56.74730863427758,55.88490853625741,56.331398010253906,14488400,0.0,0.0
2015-01-12 00:00:00-05:00,55.805401122215336,55.86656349716705,54.93688326528681,55.248817443847656,15176300,0.0,0.0
2015-01-13 00:00:00-05:00,55.58521728711332,55.92161737585104,54.502628698031835,55.04698181152344,17469000,0.0,0.0
2015-01-14 00:00:00-05:00,54.404775331993314,54.97971207612822,53.37111832002926,54.88796615600586,23272100,0.0,0.0
2015-01-15 00:00:00-05:00,55.309997973994,55.45067568231069,54.13566319044807,54.41089630126953,18759600,0.0,0.0
2015-01-16 00:00:00-05:00,54.42310424849581,55.77481256526071,54.42310424849581,55.731998443603516,17713100,0.0,0.0
2015-01-20 00:00:00-05:00,55.7442332674203,56.13567802829904,55.27939086398069,55.71364974975586,16761000,0.0,0.0
2015-01-21 00:00:00-05:00,56.111208145488945,56.264116390126176,55.66471868432624,56.19072341918945,14276400,0.0,0.0
2015-01-22 00:00:00-05:00,56.4598618270636,56.86354199772332,55.85434623746523,56.8023796081543,13559000,0.0,0.0
2015-01-23 00:00:00-05:00,56.44149723535281,56.56382664546409,55.53016529537562,55.59132766723633,14706300,0.0,0.0
2015-01-26 00:00:00-05:00,55.420098644583405,56.233572126296494,55.334470348233836,56.123477935791016,10672500,0.0,0.0
2015-01-27 00:00:00-05:00,55.805410683245626,56.02559900390829,55.4139658168211,55.62803649902344,12301500,0.0,0.0
2015-01-28 00:00:00-05:00,55.58522595191941,55.615809479805016,53.713629771822056,53.79314041137695,17829700,0.0,0.0
2015-01-29 00:00:00-05:00,53.958278346814716,53.98274423328362,52.618800227584416,53.56683349609375,22683000,0.0,0.0
2015-01-30 00:00:00-05:00,53.309934772698576,54.08058899655312,52.75334650019192,53.468955993652344,22679900,0.0,0.0
